Veg,"Toppings<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mushrooms')"";>Mushrooms</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Capsicum(bell pepper)')"";>Capsicum(bell pepper)</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sun-Dried Tomatoes')"";>Sun-Dried Tomatoes</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sweet Potato')"";>Sweet Potato </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Onion')"";>Onion</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Spinach')"";>Spinach</a><br>"
Mushrooms,"Choose your pizza?<br><img src=""/static/download.jpg""><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Margherita')"";>Margherita</a><img src=""/static/download(1).jpg""><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Farm pizza')"";>Farm pizza</a><br><img src=""/static/download(2).jpg""><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Peppy Paneer')"";>Peppy Paneer</a><img src=""/static/download(3).jpg""><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mexican green wave')"";>Mexican green wave</a><br>"
Hello,"Hi I am Hot cherry from Yoyo pizza ! <img src=""https://data5.sticker.fan/stickers_storage/2020/03/21/file_1925490_128x128.png"">"
pizza,"what size of the pizza?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Small')"";>Small</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Medium')"";>Medium</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Large')"";>Large</a><br>"
Small,"crust size please<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Thin')"";>Thin</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Soft')"";>Soft</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('cheese-stuffed')"";>cheese-stuffed</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Flatbread')"";>Flatbread</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sicilian Style')"";>Sicilian Style</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicago Deep Dish')"";>Chicago Deep Dish</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Neapolitan')"";>Neapolitan</a><br>"
cheese-stuffed,"Type of pizza <br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Veg')"";>Veg</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Non-Veg')"";>Non-Veg</a><br>"
Veg,"Toppings<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mushrooms')"";>Mushrooms</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Capsicum(bell pepper)')"";>Capsicum(bell pepper)</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sun-Dried Tomatoes')"";>Sun-Dried Tomatoes</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sweet Potato')"";>Sweet Potato </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Onion')"";>Onion</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Spinach')"";>Spinach</a><br>"
Mushrooms,"Choose your pizza?<br><img src=""/static/download.jpg""><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Margherita')"";>Margherita</a><br><img src=""/static/download(1).jpg""><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Farm pizza')"";>Farm pizza</a><br><img src=""/static/download(2).jpg""><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Peppy Paneer')"";>Peppy Paneer</a><br><img src=""/static/download(3).jpg""><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mexican green wave')"";>Mexican green wave</a><br>"
Hello,"Hi I am Hot cherry from Yoyo pizza ! <img src=""https://data5.sticker.fan/stickers_storage/2020/03/21/file_1925490_128x128.png"">"
pizza,"what size of the pizza?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Small')"";>Small</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Medium')"";>Medium</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Large')"";>Large</a><br>"
Small,"crust size please<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Thin')"";>Thin</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Soft')"";>Soft</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('cheese-stuffed')"";>cheese-stuffed</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Flatbread')"";>Flatbread</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sicilian Style')"";>Sicilian Style</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicago Deep Dish')"";>Chicago Deep Dish</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Neapolitan')"";>Neapolitan</a><br>"
Thin,"Type of pizza <br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Veg')"";>Veg</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Non-Veg')"";>Non-Veg</a><br>"
Veg,"Toppings<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mushrooms')"";>Mushrooms</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Capsicum(bell pepper)')"";>Capsicum(bell pepper)</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sun-Dried Tomatoes')"";>Sun-Dried Tomatoes</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sweet Potato')"";>Sweet Potato </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Onion')"";>Onion</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Spinach')"";>Spinach</a><br>"
Mushrooms,"Choose your pizza?<br><img src=""/static/download.jpg""><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Margherita')"";>Margherita</a><br><img src=""/static/download (1).jpg""><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Farm pizza')"";>Farm pizza</a><br><img src=""/static/download (2).jpg""><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Peppy Paneer')"";>Peppy Paneer</a><br><img src=""/static/download (3).jpg""><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mexican green wave')"";>Mexican green wave</a><br>"
Hello,"Hi I am Hot cherry from Yoyo pizza ! <img src=""https://data5.sticker.fan/stickers_storage/2020/03/21/file_1925490_128x128.png"">"
pizza,"what size of the pizza?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Small')"";>Small</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Medium')"";>Medium</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Large')"";>Large</a><br>"
Small,"crust size please<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Thin')"";>Thin</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Soft')"";>Soft</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('cheese-stuffed')"";>cheese-stuffed</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Flatbread')"";>Flatbread</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sicilian Style')"";>Sicilian Style</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicago Deep Dish')"";>Chicago Deep Dish</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Neapolitan')"";>Neapolitan</a><br>"
Thin,"Type of pizza <br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Veg')"";>Veg</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Non-Veg')"";>Non-Veg</a><br>"
Non-Veg,"Toppings<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Salami')"";>Salami</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Pepperoni')"";>Pepperoni</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Bacon')"";>Bacon</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicken breasts')"";>Chicken breasts</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Ham')"";>Ham</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sausages')"";>Sausages</a><br>"
Salami,"Choose your pizza?<br><img src=""/static/download (4).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Pepper Barbecue Chicken')"";>Pepper Barbecue Chicken</a><br><img src=""/static/download (5).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicken Sausage')"";>Chicken Sausage</a><br><img src=""/static/download (6).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicken Dominator')"";>Chicken Dominator</a><br><img src=""/static/download (7).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Indi Chicken Tikka')"";>Indi Chicken Tikka</a><br>"
Pepper Barbecue Chicken,"How many pizza?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('1')"";>1</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('2')"";>2</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('3')"";>3</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('4')"";>4</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('5')"";>5</a><br>"
3,"Rs.750 Your order placed successfully!! <img src=""/static/bye.jpg"">"
status,"Preparing please wait <img src=""/static/unnamed.jpg"">"
Medium,"crust size please<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Thin')"";>Thin</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Soft')"";>Soft</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('cheese-stuffed')"";>cheese-stuffed</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Flatbread')"";>Flatbread</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sicilian Style')"";>Sicilian Style</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicago Deep Dish')"";>Chicago Deep Dish</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Neapolitan')"";>Neapolitan</a><br>"
Large,"crust size please<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Thin')"";>Thin</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Soft')"";>Soft</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('cheese-stuffed')"";>cheese-stuffed</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Flatbread')"";>Flatbread</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sicilian Style')"";>Sicilian Style</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicago Deep Dish')"";>Chicago Deep Dish</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Neapolitan')"";>Neapolitan</a><br>"
Thin,"Type of pizza <br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Veg')"";>Veg</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Non-Veg')"";>Non-Veg</a><br>"
Soft,"Type of pizza <br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Veg')"";>Veg</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Non-Veg')"";>Non-Veg</a><br>"
cheese-stuffed,"Type of pizza <br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Veg')"";>Veg</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Non-Veg')"";>Non-Veg</a><br>"
Flatbread,"Type of pizza <br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Veg')"";>Veg</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Non-Veg')"";>Non-Veg</a><br>"
Sicilian Style,"Type of pizza <br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Veg')"";>Veg</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Non-Veg')"";>Non-Veg</a><br>"
Chicago Deep Dish,"Type of pizza <br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Veg')"";>Veg</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Non-Veg')"";>Non-Veg</a><br>"
Neapolitan,"Type of pizza <br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Veg')"";>Veg</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Non-Veg')"";>Non-Veg</a><br>"
Veg,"Toppings<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mushrooms')"";>Mushrooms</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Capsicum(bell pepper)')"";>Capsicum(bell pepper)</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sun-Dried Tomatoes')"";>Sun-Dried Tomatoes</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sweet Potato')"";>Sweet Potato </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Onion')"";>Onion</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Spinach')"";>Spinach</a><br>"
Non-Veg,"Toppings<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Salami')"";>Salami</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Pepperoni')"";>Pepperoni</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Bacon')"";>Bacon</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicken breasts')"";>Chicken breasts</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Ham')"";>Ham</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sausages')"";>Sausages</a><br>"
Mushrooms,"Choose your pizza?<br><img src=""/static/download.jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Margherita')"";>Margherita</a><br><img src=""/static/download (1).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Farm pizza')"";>Farm pizza</a><br><img src=""/static/download (2).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Peppy Paneer')"";>Peppy Paneer</a><br><img src=""/static/download (3).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mexican green wave')"";>Mexican green wave</a><br>"
Capsicum(bell pepper),"Choose your pizza?<br><img src=""/static/download.jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Margherita')"";>Margherita</a><br><img src=""/static/download (1).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Farm pizza')"";>Farm pizza</a><br><img src=""/static/download (2).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Peppy Paneer')"";>Peppy Paneer</a><br><img src=""/static/download (3).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mexican green wave')"";>Mexican green wave</a><br>"
Sun-Dried Tomatoes,"Choose your pizza?<br><img src=""/static/download.jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Margherita')"";>Margherita</a><br><img src=""/static/download (1).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Farm pizza')"";>Farm pizza</a><br><img src=""/static/download (2).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Peppy Paneer')"";>Peppy Paneer</a><br><img src=""/static/download (3).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mexican green wave')"";>Mexican green wave</a><br>"
Sweet Potato,"Choose your pizza?<br><img src=""/static/download.jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Margherita')"";>Margherita</a><br><img src=""/static/download (1).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Farm pizza')"";>Farm pizza</a><br><img src=""/static/download (2).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Peppy Paneer')"";>Peppy Paneer</a><br><img src=""/static/download (3).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mexican green wave')"";>Mexican green wave</a><br>"
Onion,"Choose your pizza?<br><img src=""/static/download.jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Margherita')"";>Margherita</a><br><img src=""/static/download (1).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Farm pizza')"";>Farm pizza</a><br><img src=""/static/download (2).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Peppy Paneer')"";>Peppy Paneer</a><br><img src=""/static/download (3).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mexican green wave')"";>Mexican green wave</a><br>"
Spinach,"Choose your pizza?<br><img src=""/static/download.jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Margherita')"";>Margherita</a><br><img src=""/static/download (1).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Farm pizza')"";>Farm pizza</a><br><img src=""/static/download (2).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Peppy Paneer')"";>Peppy Paneer</a><br><img src=""/static/download (3).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mexican green wave')"";>Mexican green wave</a><br>"
Salami,"Choose your pizza?<br><img src=""/static/download (4).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Pepper Barbecue Chicken')"";>Pepper Barbecue Chicken</a><br><img src=""/static/download (5).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicken Sausage')"";>Chicken Sausage</a><br><img src=""/static/download (6).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicken Dominator')"";>Chicken Dominator</a><br><img src=""/static/download (7).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Indi Chicken Tikka')"";>Indi Chicken Tikka</a><br>"
Pepperoni,"Choose your pizza?<br><img src=""/static/download (4).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Pepper Barbecue Chicken')"";>Pepper Barbecue Chicken</a><br><img src=""/static/download (5).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicken Sausage')"";>Chicken Sausage</a><br><img src=""/static/download (6).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicken Dominator')"";>Chicken Dominator</a><br><img src=""/static/download (7).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Indi Chicken Tikka')"";>Indi Chicken Tikka</a><br>"
Chicken breasts,"Choose your pizza?<br><img src=""/static/download (4).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Pepper Barbecue Chicken')"";>Pepper Barbecue Chicken</a><br><img src=""/static/download (5).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicken Sausage')"";>Chicken Sausage</a><br><img src=""/static/download (6).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicken Dominator')"";>Chicken Dominator</a><br><img src=""/static/download (7).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Indi Chicken Tikka')"";>Indi Chicken Tikka</a><br>"
Indi Chicken Tikka,"How many pizza?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('1')"";>1</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('2')"";>2</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('3')"";>3</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('4')"";>4</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('5')"";>5</a><br>"
5,"Rs.1250 Your order placed successfully!! <img src=""/static/bye.jpg"">"
3,"Rs.750 Your order placed successfully!! <img src=""/static/bye.jpg"">"
Hello,"Hi I am Hot cherry from Yoyo pizza ! <img src=""https://data5.sticker.fan/stickers_storage/2020/03/21/file_1925490_128x128.png"">"
pizza,"what size of the pizza?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Small')"";>Small</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Medium')"";>Medium</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Large')"";>Large</a><br>"
Small,"crust size please<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Thin')"";>Thin</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Soft')"";>Soft</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('cheese-stuffed')"";>cheese-stuffed</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Flatbread')"";>Flatbread</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sicilian Style')"";>Sicilian Style</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicago Deep Dish')"";>Chicago Deep Dish</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Neapolitan')"";>Neapolitan</a><br>"
Sicilian Style,"Type of pizza <br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Veg')"";>Veg</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Non-Veg')"";>Non-Veg</a><br>"
Non-Veg,"Toppings<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Salami')"";>Salami</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Pepperoni')"";>Pepperoni</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Bacon')"";>Bacon</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicken breasts')"";>Chicken breasts</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Ham')"";>Ham</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sausages')"";>Sausages</a><br>"
Salami,"Choose your pizza?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Pepper Barbecue Chicken')"";>Pepper Barbecue Chicken</a><br><img src=""/static/download (4).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicken Sausage')"";>Chicken Sausage</a><br><img src=""/static/download (5).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicken Dominator')"";>Chicken Dominator</a><br><img src=""/static/download (6).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Indi Chicken Tikka')"";>Indi Chicken Tikka</a><br><img src=""/static/download (7).jpg""><br>"
Pepper Barbecue Chicken,"How many pizza?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('1')"";>1</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('2')"";>2</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('3')"";>3</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('4')"";>4</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('5')"";>5</a><br>"
3,"Rs.750 Your order placed successfully!! <img src=""/static/bye.jpg"">"
order status,"Preparing please wait <img src=""/static/3.png"">"
where is the order,Will be delivered soon!!
bye,"<img src=""/static/download (8).jpg"">"
Hello,"Hi I am Hot cherry from Yoyo pizza ! <img src=""https://data5.sticker.fan/stickers_storage/2020/03/21/file_1925490_128x128.png"">"
pizza,"what size of the pizza?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Small')"";>Small</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Medium')"";>Medium</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Large')"";>Large</a><br>"
Small,"crust size please<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Thin')"";>Thin</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Soft')"";>Soft</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('cheese-stuffed')"";>cheese-stuffed</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Flatbread')"";>Flatbread</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sicilian Style')"";>Sicilian Style</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Chicago Deep Dish')"";>Chicago Deep Dish</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Neapolitan')"";>Neapolitan</a><br>"
Thin,"Type of pizza <br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Veg')"";>Veg</a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Non-Veg')"";>Non-Veg</a><br>"
Veg,"Toppings<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mushrooms')"";>Mushrooms</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Capsicum(bell pepper)')"";>Capsicum(bell pepper)</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sun-Dried Tomatoes')"";>Sun-Dried Tomatoes</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Sweet Potato')"";>Sweet Potato </a><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Onion')"";>Onion</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Spinach')"";>Spinach</a><br>"
Sweet Potato,"Choose your pizza?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Margherita')"";>Margherita</a><br><img src=""/static/download.jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Farm pizza')"";>Farm pizza</a><img src=""/static/download (1).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Peppy Paneer')"";>Peppy Paneer</a><br><img src=""/static/download (2).jpg""><br><br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('Mexican green wave')"";>Mexican green wave</a><br><img src=""/static/download (3).jpg""><br>"
Mexican green wave,"How many pizza?<br><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('1')"";>1</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('2')"";>2</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('3')"";>3</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('4')"";>4</a><a class=""chatSuggest"" onclick=""$(this).hide(); chatSuggest('5')"";>5</a><br>"
3,"Rs.750 Your order placed successfully!! <img src=""/static/3.jpg"">"
status,"Preparing please wait <img src=""/static/pre.png"">"
where is my pizza,"Will be delivered soon!! <img src=""/static/del.png"">"
ok bye,"<img src=""/static/finalbye.jpg"">"
